model,sb,day,time,trial,acc
ecnn3,1,5,PM,12,0.5796178343949044
etcn0,1,1,AM,1,0.8223529411764706
etcn0,1,1,AM,2,0.8193224592220828
etcn0,1,1,AM,3,0.6778309409888357
etcn0,1,1,AM,4,0.8403990024937655
etcn0,1,1,AM,5,0.8369868473495417
etcn0,1,1,AM,6,0.8278201865988125
etcn0,1,1,AM,7,0.8082583810302535
etcn0,1,1,AM,8,0.8325581395348837
etcn0,1,1,AM,9,0.7002457002457002
etcn0,1,1,AM,10,0.8406862745098039
etcn0,1,1,AM,11,0.8466479325572059
etcn0,1,1,AM,12,0.8553563984993747
etcn0,1,1,PM,1,0.8722069776558212
etcn0,1,1,PM,2,0.8439983270598076
etcn0,1,1,PM,3,0.6875
etcn0,1,1,PM,4,0.8413878562577447
etcn0,1,1,PM,5,0.8441610203268234
etcn0,1,1,PM,6,0.8392124692370796
etcn0,1,1,PM,7,0.8595931392102114
etcn0,1,1,PM,8,0.8599498327759197
etcn0,1,1,PM,9,0.6632124352331606
etcn0,1,1,PM,10,0.8318367346938775
etcn0,1,1,PM,11,0.8753007217321572
etcn0,1,1,PM,12,0.8415046491969569
etcn0,1,2,AM,1,0.657328461226147
etcn0,1,2,AM,2,0.6371607515657621
etcn0,1,2,AM,3,0.7015706806282722
etcn0,1,2,AM,4,0.6406962287608786
etcn0,1,2,AM,5,0.670865501828525
etcn0,1,2,AM,6,0.6496259351620948
etcn0,1,2,AM,7,0.6464968152866242
etcn0,1,2,AM,8,0.6563275434243176
etcn0,1,2,AM,9,0.6851335193304106
etcn0,1,2,AM,10,0.5868365180467091
etcn0,1,2,AM,11,0.6867517956903432
etcn0,1,2,AM,12,0.5758450123660346
etcn0,1,2,PM,1,0.5711974110032363
etcn0,1,2,PM,2,0.5795170691090757
etcn0,1,2,PM,3,0.6296893908834207
etcn0,1,2,PM,4,0.621331128565523
etcn0,1,2,PM,5,0.6240816326530613
etcn0,1,2,PM,6,0.5443037974683544
etcn0,1,2,PM,7,0.6305186455207887
etcn0,1,2,PM,8,0.6062474311549527
etcn0,1,2,PM,9,0.6428282828282829
etcn0,1,2,PM,10,0.6151950718685831
etcn0,1,2,PM,11,0.6683814800158291
etcn0,1,2,PM,12,0.6723140495867769
etcn0,1,3,AM,1,0.6170651277823578
etcn0,1,3,AM,2,0.5414266725742135
etcn0,1,3,AM,3,0.6148994875837603
etcn0,1,3,AM,4,0.5398613518197574
etcn0,1,3,AM,5,0.7112733171127331
etcn0,1,3,AM,6,0.5761143818334735
etcn0,1,3,AM,7,0.6252562525625256
etcn0,1,3,AM,8,0.6073883161512027
etcn0,1,3,AM,9,0.6513266998341625
etcn0,1,3,AM,10,0.6563481381785554
etcn0,1,3,AM,11,0.6657200811359026
etcn0,1,3,AM,12,0.6409482758620689
etcn0,1,3,PM,1,0.3615771812080537
etcn0,1,3,PM,2,0.4145189003436425
etcn0,1,3,PM,3,0.4008316008316009
etcn0,1,3,PM,4,0.38412291933418696
etcn0,1,3,PM,5,0.35414116687066505
etcn0,1,3,PM,6,0.4167736414206247
etcn0,1,3,PM,7,0.3819444444444444
etcn0,1,3,PM,8,0.469525010508617
etcn0,1,3,PM,9,0.3808089500860585
etcn0,1,3,PM,10,0.41000427533133815
etcn0,1,3,PM,11,0.3679476696647588
etcn0,1,3,PM,12,0.4253666954270923
etcn0,1,4,AM,1,0.6388660640920296
etcn0,1,4,AM,2,0.6259507829977629
etcn0,1,4,AM,3,0.6323651452282157
etcn0,1,4,AM,4,0.669089354424968
etcn0,1,4,AM,5,0.7142286171063149
etcn0,1,4,AM,6,0.6420283626987537
etcn0,1,4,AM,7,0.7363861386138614
etcn0,1,4,AM,8,0.6397090286692341
etcn0,1,4,AM,9,0.6975233455136013
etcn0,1,4,AM,10,0.6356687898089172
etcn0,1,4,AM,11,0.6618075801749271
etcn0,1,4,AM,12,0.5393964794635373
etcn0,1,4,PM,1,0.6744471744471745
etcn0,1,4,PM,2,0.6025316455696202
etcn0,1,4,PM,3,0.6727272727272727
etcn0,1,4,PM,4,0.6135705419942077
etcn0,1,4,PM,5,0.6763383735185942
etcn0,1,4,PM,6,0.5962632006498781
etcn0,1,4,PM,7,0.6809815950920245
etcn0,1,4,PM,8,0.6424442609413707
etcn0,1,4,PM,9,0.7021712412945514
etcn0,1,4,PM,10,0.6077087794432549
etcn0,1,4,PM,11,0.6532559104106179
etcn0,1,4,PM,12,0.5647756138865369
etcn0,1,5,AM,1,0.5394295302013423
etcn0,1,5,AM,2,0.4635394456289978
etcn0,1,5,AM,3,0.5662554715479506
etcn0,1,5,AM,4,0.4952870608397601
etcn0,1,5,AM,5,0.5437676482452601
etcn0,1,5,AM,6,0.4654141759180188
etcn0,1,5,AM,7,0.5290143084260731
etcn0,1,5,AM,8,0.4295833333333333
etcn0,1,5,AM,9,0.5649484536082474
etcn0,1,5,AM,10,0.4653716216216216
etcn0,1,5,AM,11,0.5429262394195888
etcn0,1,5,AM,12,0.4826875515251442
etcn0,1,5,PM,1,0.5730647709320695
etcn0,1,5,PM,2,0.5036154827732879
etcn0,1,5,PM,3,0.6325788197251415
etcn0,1,5,PM,4,0.5442719261435166
etcn0,1,5,PM,5,0.5628436763550668
etcn0,1,5,PM,6,0.5718414533443436
etcn0,1,5,PM,7,0.6175410492591109
etcn0,1,5,PM,8,0.5630705394190871
etcn0,1,5,PM,9,0.6015841584158416
etcn0,1,5,PM,10,0.5365053322395406
etcn0,1,5,PM,11,0.6621022956101489
etcn0,1,5,PM,12,0.5184713375796178
etcn1,1,1,AM,1,0.8627450980392157
etcn1,1,1,AM,2,0.8281053952321205
etcn1,1,1,AM,3,0.5769537480063796
etcn1,1,1,AM,4,0.8628428927680798
etcn1,1,1,AM,5,0.8377839776803507
etcn1,1,1,AM,6,0.8447837150127226
etcn1,1,1,AM,7,0.83892068683565
etcn1,1,1,AM,8,0.8439746300211417
etcn1,1,1,AM,9,0.6167076167076168
etcn1,1,1,AM,10,0.8345588235294118
etcn1,1,1,AM,11,0.8201525491770373
etcn1,1,1,AM,12,0.8336807002917882
etcn1,1,1,PM,1,0.7992943943551548
etcn1,1,1,PM,2,0.8105395232120451
etcn1,1,1,PM,3,0.57265625
etcn1,1,1,PM,4,0.7839735646427096
etcn1,1,1,PM,5,0.8198485452371462
etcn1,1,1,PM,6,0.7735849056603774
etcn1,1,1,PM,7,0.8141204627044276
etcn1,1,1,PM,8,0.8465719063545151
etcn1,1,1,PM,9,0.5544041450777202
etcn1,1,1,PM,10,0.8167346938775509
etcn1,1,1,PM,11,0.8496391339214114
etcn1,1,1,PM,12,0.7802197802197802
etcn1,1,2,AM,1,0.5749086479902558
etcn1,1,2,AM,2,0.5979123173277662
etcn1,1,2,AM,3,0.6584776480064438
etcn1,1,2,AM,4,0.533360961458765
etcn1,1,2,AM,5,0.5749695245835026
etcn1,1,2,AM,6,0.5814630091438071
etcn1,1,2,AM,7,0.6182324840764332
etcn1,1,2,AM,8,0.58767576509512
etcn1,1,2,AM,9,0.6432841769629334
etcn1,1,2,AM,10,0.5150743099787686
etcn1,1,2,AM,11,0.6073423782920989
etcn1,1,2,AM,12,0.5403957131079967
etcn1,1,2,PM,1,0.5497572815533981
etcn1,1,2,PM,2,0.5083263946711074
etcn1,1,2,PM,3,0.5837031060911658
etcn1,1,2,PM,4,0.5638693675072344
etcn1,1,2,PM,5,0.5771428571428572
etcn1,1,2,PM,6,0.4848101265822785
etcn1,1,2,PM,7,0.5855122160308616
etcn1,1,2,PM,8,0.5462392108508015
etcn1,1,2,PM,9,0.5737373737373738
etcn1,1,2,PM,10,0.5597535934291581
etcn1,1,2,PM,11,0.6141669964384646
etcn1,1,2,PM,12,0.5917355371900826
etcn1,1,3,AM,1,0.5152514427040396
etcn1,1,3,AM,2,0.5321222862206468
etcn1,1,3,AM,3,0.5218762317698069
etcn1,1,3,AM,4,0.5225303292894281
etcn1,1,3,AM,5,0.5616382806163828
etcn1,1,3,AM,6,0.5613961312026914
etcn1,1,3,AM,7,0.4686346863468634
etcn1,1,3,AM,8,0.5786082474226805
etcn1,1,3,AM,9,0.5501658374792703
etcn1,1,3,AM,10,0.5657245401525348
etcn1,1,3,AM,11,0.5290060851926978
etcn1,1,3,AM,12,0.5978448275862069
etcn1,1,3,PM,1,0.3829697986577181
etcn1,1,3,PM,2,0.3612542955326461
etcn1,1,3,PM,3,0.3783783783783784
etcn1,1,3,PM,4,0.4152795561246265
etcn1,1,3,PM,5,0.3818849449204406
etcn1,1,3,PM,6,0.3812580231065468
etcn1,1,3,PM,7,0.4211601307189543
etcn1,1,3,PM,8,0.3976460697772173
etcn1,1,3,PM,9,0.3855421686746988
etcn1,1,3,PM,10,0.33390337751175714
etcn1,1,3,PM,11,0.3757154538021259
etcn1,1,3,PM,12,0.3748921484037964
etcn1,1,4,AM,1,0.5419063270336894
etcn1,1,4,AM,2,0.5458612975391499
etcn1,1,4,AM,3,0.4717842323651452
etcn1,1,4,AM,4,0.5451047456177853
etcn1,1,4,AM,5,0.6270983213429256
etcn1,1,4,AM,6,0.5479157713794586
etcn1,1,4,AM,7,0.6604785478547854
etcn1,1,4,AM,8,0.4865211810012837
etcn1,1,4,AM,9,0.5728786033292732
etcn1,1,4,AM,10,0.5753715498938429
etcn1,1,4,AM,11,0.5764264889629321
etcn1,1,4,AM,12,0.4480301760268232
etcn1,1,4,PM,1,0.6093366093366094
etcn1,1,4,PM,2,0.5295358649789029
etcn1,1,4,PM,3,0.6502164502164502
etcn1,1,4,PM,4,0.5324782788580885
etcn1,1,4,PM,5,0.6085002043318349
etcn1,1,4,PM,6,0.49634443541835904
etcn1,1,4,PM,7,0.5386503067484663
etcn1,1,4,PM,8,0.5169281585466556
etcn1,1,4,PM,9,0.5944285129045473
etcn1,1,4,PM,10,0.5627408993576017
etcn1,1,4,PM,11,0.5342181667357943
etcn1,1,4,PM,12,0.5033869602032176
etcn1,1,5,AM,1,0.4941275167785235
etcn1,1,5,AM,2,0.4746268656716418
etcn1,1,5,AM,3,0.5109430959013131
etcn1,1,5,AM,4,0.5428449014567267
etcn1,1,5,AM,5,0.5110931827349737
etcn1,1,5,AM,6,0.4991460290350128
etcn1,1,5,AM,7,0.4085850556438792
etcn1,1,5,AM,8,0.4883333333333333
etcn1,1,5,AM,9,0.4960824742268041
etcn1,1,5,AM,10,0.4852195945945946
etcn1,1,5,AM,11,0.4611043933897622
etcn1,1,5,AM,12,0.5432811211871393
etcn1,1,5,PM,1,0.5406793048973144
etcn1,1,5,PM,2,0.466184602296895
etcn1,1,5,PM,3,0.5602263540824576
etcn1,1,5,PM,4,0.4813260595887537
etcn1,1,5,PM,5,0.5447761194029851
etcn1,1,5,PM,6,0.5388109000825764
etcn1,1,5,PM,7,0.5470564677613136
etcn1,1,5,PM,8,0.5236514522821577
etcn1,1,5,PM,9,0.5912871287128713
etcn1,1,5,PM,10,0.5143560295324036
etcn1,1,5,PM,11,0.5650422875553766
etcn1,1,5,PM,12,0.5167728237791932
etcn2,1,1,AM,1,0.5988235294117648
etcn2,1,1,AM,2,0.5161020493517356
etcn2,1,1,AM,3,0.5259170653907496
etcn2,1,1,AM,4,0.5914380714879468
etcn2,1,1,AM,5,0.5803108808290155
etcn2,1,1,AM,6,0.5856658184902459
etcn2,1,1,AM,7,0.6083401471790678
etcn2,1,1,AM,8,0.5940803382663847
etcn2,1,1,AM,9,0.5765765765765766
etcn2,1,1,AM,10,0.5931372549019608
etcn2,1,1,AM,11,0.6073865917302288
etcn2,1,1,AM,12,0.602334305960817
etcn2,1,1,PM,1,0.5985887887103096
etcn2,1,1,PM,2,0.5474696779590129
etcn2,1,1,PM,3,0.517578125
etcn2,1,1,PM,4,0.5287071458075175
etcn2,1,1,PM,5,0.5870864886408927
etcn2,1,1,PM,6,0.5512715340442986
etcn2,1,1,PM,7,0.5584363781412046
etcn2,1,1,PM,8,0.544732441471572
etcn2,1,1,PM,9,0.5595854922279793
etcn2,1,1,PM,10,0.5857142857142857
etcn2,1,1,PM,11,0.5958299919807538
etcn2,1,1,PM,12,0.5553677092138629
etcn2,1,2,AM,1,0.5314656922452294
etcn2,1,2,AM,2,0.5620041753653444
etcn2,1,2,AM,3,0.5775271848570278
etcn2,1,2,AM,4,0.4919187733112309
etcn2,1,2,AM,5,0.5623730190979277
etcn2,1,2,AM,6,0.5166251039068994
etcn2,1,2,AM,7,0.5979299363057324
etcn2,1,2,AM,8,0.5260545905707196
etcn2,1,2,AM,9,0.6209645277002789
etcn2,1,2,AM,10,0.4700636942675159
etcn2,1,2,AM,11,0.597366320830008
etcn2,1,2,AM,12,0.483924154987634
etcn2,1,2,PM,1,0.4991909385113269
etcn2,1,2,PM,2,0.4658617818484596
etcn2,1,2,PM,3,0.5284388866478419
etcn2,1,2,PM,4,0.4993799090533278
etcn2,1,2,PM,5,0.5428571428571428
etcn2,1,2,PM,6,0.4759493670886076
etcn2,1,2,PM,7,0.5799399914273468
etcn2,1,2,PM,8,0.4796547472256473
etcn2,1,2,PM,9,0.5478787878787879
etcn2,1,2,PM,10,0.5293634496919918
etcn2,1,2,PM,11,0.5690542144835774
etcn2,1,2,PM,12,0.5479338842975207
etcn2,1,3,AM,1,0.4921681780708986
etcn2,1,3,AM,2,0.4980062029242357
etcn2,1,3,AM,3,0.5139929050059125
etcn2,1,3,AM,4,0.4904679376083189
etcn2,1,3,AM,5,0.5421735604217356
etcn2,1,3,AM,6,0.5588730025231287
etcn2,1,3,AM,7,0.4694546945469455
etcn2,1,3,AM,8,0.5609965635738832
etcn2,1,3,AM,9,0.5211442786069652
etcn2,1,3,AM,10,0.5576491700314042
etcn2,1,3,AM,11,0.5156186612576065
etcn2,1,3,AM,12,0.5982758620689655
etcn2,1,3,PM,1,0.386744966442953
etcn2,1,3,PM,2,0.3810137457044673
etcn2,1,3,PM,3,0.4083160083160083
etcn2,1,3,PM,4,0.4366197183098591
etcn2,1,3,PM,5,0.3688290493676051
etcn2,1,3,PM,6,0.4017971758664955
etcn2,1,3,PM,7,0.43178104575163395
etcn2,1,3,PM,8,0.3871374527112232
etcn2,1,3,PM,9,0.40748709122203103
etcn2,1,3,PM,10,0.3531423685335613
etcn2,1,3,PM,11,0.3977923139820114
etcn2,1,3,PM,12,0.3861087144089733
etcn2,1,4,AM,1,0.4963023829087922
etcn2,1,4,AM,2,0.5234899328859061
etcn2,1,4,AM,3,0.4381742738589212
etcn2,1,4,AM,4,0.5177426250534416
etcn2,1,4,AM,5,0.5847322142286171
etcn2,1,4,AM,6,0.5663944993553932
etcn2,1,4,AM,7,0.5651815181518152
etcn2,1,4,AM,8,0.5614035087719298
etcn2,1,4,AM,9,0.5302476654486399
etcn2,1,4,AM,10,0.5851380042462845
etcn2,1,4,AM,11,0.4810495626822158
etcn2,1,4,AM,12,0.5163453478625314
etcn2,1,4,PM,1,0.5986895986895987
etcn2,1,4,PM,2,0.5046413502109705
etcn2,1,4,PM,3,0.5974025974025974
etcn2,1,4,PM,4,0.5179975175837815
etcn2,1,4,PM,5,0.5770331017572538
etcn2,1,4,PM,6,0.496344435418359
etcn2,1,4,PM,7,0.5652351738241309
etcn2,1,4,PM,8,0.5260115606936416
etcn2,1,4,PM,9,0.5694387546087669
etcn2,1,4,PM,10,0.5567451820128481
etcn2,1,4,PM,11,0.5499792617171299
etcn2,1,4,PM,12,0.5444538526672311
etcn2,1,5,AM,1,0.4802852348993288
etcn2,1,5,AM,2,0.4869936034115139
etcn2,1,5,AM,3,0.5021886191802626
etcn2,1,5,AM,4,0.4794344473007712
etcn2,1,5,AM,5,0.4949576442113756
etcn2,1,5,AM,6,0.4568744662681469
etcn2,1,5,AM,7,0.4574721780604134
etcn2,1,5,AM,8,0.4675
etcn2,1,5,AM,9,0.4841237113402062
etcn2,1,5,AM,10,0.4467905405405405
etcn2,1,5,AM,11,0.5135026199113261
etcn2,1,5,AM,12,0.4806265457543281
etcn2,1,5,PM,1,0.5584518167456556
etcn2,1,5,PM,2,0.4210974053594215
etcn2,1,5,PM,3,0.5299110751818916
etcn2,1,5,PM,4,0.4897188417960554
etcn2,1,5,PM,5,0.5066771406127258
etcn2,1,5,PM,6,0.5227085053674649
etcn2,1,5,PM,7,0.5022026431718062
etcn2,1,5,PM,8,0.4867219917012448
etcn2,1,5,PM,9,0.5671287128712871
etcn2,1,5,PM,10,0.5131255127153405
etcn2,1,5,PM,11,0.5412807088199758
etcn2,1,5,PM,12,0.4738853503184714
etcn3,1,1,AM,1,0.7568627450980392
etcn3,1,1,AM,2,0.7214554579673776
etcn3,1,1,AM,3,0.75
etcn3,1,1,AM,4,0.7684954280964256
etcn3,1,1,AM,5,0.5838979673176564
etcn3,1,1,AM,6,0.7332485156912638
etcn3,1,1,AM,7,0.7816843826655765
etcn3,1,1,AM,8,0.7843551797040169
etcn3,1,1,AM,9,0.7600327600327601
etcn3,1,1,AM,10,0.7414215686274509
etcn3,1,1,AM,11,0.5993576876756322
etcn3,1,1,AM,12,0.7969987494789496
etcn3,1,1,PM,1,0.7745981967855743
etcn3,1,1,PM,2,0.7344207444583856
etcn3,1,1,PM,3,0.769921875
etcn3,1,1,PM,4,0.7397769516728625
etcn3,1,1,PM,5,0.5583897967317657
etcn3,1,1,PM,6,0.7420016406890895
etcn3,1,1,PM,7,0.7714399680893498
etcn3,1,1,PM,8,0.7663043478260869
etcn3,1,1,PM,9,0.7819848545237146
etcn3,1,1,PM,10,0.7485714285714286
etcn3,1,1,PM,11,0.5332798716920609
etcn3,1,1,PM,12,0.7396449704142012
etcn3,1,2,AM,1,0.5026390580592773
etcn3,1,2,AM,2,0.5745302713987473
etcn3,1,2,AM,3,0.6254530809504631
etcn3,1,2,AM,4,0.5412349772067965
etcn3,1,2,AM,5,0.5741568468102397
etcn3,1,2,AM,6,0.5199501246882793
etcn3,1,2,AM,7,0.5915605095541401
etcn3,1,2,AM,8,0.5686517783291977
etcn3,1,2,AM,9,0.6237544838581108
etcn3,1,2,AM,10,0.513375796178344
etcn3,1,2,AM,11,0.6021548284118117
etcn3,1,2,AM,12,0.5
etcn3,1,2,PM,1,0.5218446601941747
etcn3,1,2,PM,2,0.5083263946711074
etcn3,1,2,PM,3,0.5639370713997579
etcn3,1,2,PM,4,0.5477470028937578
etcn3,1,2,PM,5,0.5844897959183674
etcn3,1,2,PM,6,0.4578059071729958
etcn3,1,2,PM,7,0.5906558079725676
etcn3,1,2,PM,8,0.5187011919441019
etcn3,1,2,PM,9,0.5616161616161616
etcn3,1,2,PM,10,0.5084188911704313
etcn3,1,2,PM,11,0.6094182825484764
etcn3,1,2,PM,12,0.5533057851239669
etcn3,1,3,AM,1,0.4563066776586974
etcn3,1,3,AM,2,0.5081967213114754
etcn3,1,3,AM,3,0.4804887662593614
etcn3,1,3,AM,4,0.4718370883882149
etcn3,1,3,AM,5,0.5089213300892133
etcn3,1,3,AM,6,0.5647603027754415
etcn3,1,3,AM,7,0.4616646166461665
etcn3,1,3,AM,8,0.5335051546391752
etcn3,1,3,AM,9,0.5033167495854063
etcn3,1,3,AM,10,0.5343203230148048
etcn3,1,3,AM,11,0.5184584178498985
etcn3,1,3,AM,12,0.5642241379310344
etcn3,1,3,PM,1,0.40436241610738255
etcn3,1,3,PM,2,0.36726804123711343
etcn3,1,3,PM,3,0.3920997920997921
etcn3,1,3,PM,4,0.4152795561246265
etcn3,1,3,PM,5,0.3578131374949
etcn3,1,3,PM,6,0.3761232349165597
etcn3,1,3,PM,7,0.4084967320261438
etcn3,1,3,PM,8,0.3766288356452291
etcn3,1,3,PM,9,0.403184165232358
etcn3,1,3,PM,10,0.34587430525865753
etcn3,1,3,PM,11,0.3969746524938675
etcn3,1,3,PM,12,0.3809318377911993
etcn3,1,4,AM,1,0.4897288414133114
etcn3,1,4,AM,2,0.5078299776286354
etcn3,1,4,AM,3,0.4506224066390042
etcn3,1,4,AM,4,0.5348439504061565
etcn3,1,4,AM,5,0.5783373301358913
etcn3,1,4,AM,6,0.5088096261280619
etcn3,1,4,AM,7,0.5734323432343235
etcn3,1,4,AM,8,0.4933675652545999
etcn3,1,4,AM,9,0.559074299634592
etcn3,1,4,AM,10,0.5592356687898089
etcn3,1,4,AM,11,0.4939608496459809
etcn3,1,4,AM,12,0.442162615255658
etcn3,1,4,PM,1,0.6052416052416052
etcn3,1,4,PM,2,0.4763713080168777
etcn3,1,4,PM,3,0.6229437229437229
etcn3,1,4,PM,4,0.5002068680182044
etcn3,1,4,PM,5,0.5921536575398447
etcn3,1,4,PM,6,0.4727863525588952
etcn3,1,4,PM,7,0.5795501022494888
etcn3,1,4,PM,8,0.4933938893476466
etcn3,1,4,PM,9,0.5993445309299468
etcn3,1,4,PM,10,0.5216274089935761
etcn3,1,4,PM,11,0.5711323102447118
etcn3,1,4,PM,12,0.5
etcn3,1,5,AM,1,0.4962248322147651
etcn3,1,5,AM,2,0.44264392324093815
etcn3,1,5,AM,3,0.4739355352168722
etcn3,1,5,AM,4,0.4490145672664953
etcn3,1,5,AM,5,0.4251714400968133
etcn3,1,5,AM,6,0.4666951323654996
etcn3,1,5,AM,7,0.3899046104928458
etcn3,1,5,AM,8,0.44583333333333336
etcn3,1,5,AM,9,0.4177319587628866
etcn3,1,5,AM,10,0.44341216216216217
etcn3,1,5,AM,11,0.4796453043127771
etcn3,1,5,AM,12,0.5094806265457543
etcn3,1,5,PM,1,0.5458135860979463
etcn3,1,5,PM,2,0.447043811144194
etcn3,1,5,PM,3,0.5545675020210186
etcn3,1,5,PM,4,0.4699958036088964
etcn3,1,5,PM,5,0.5117831893165751
etcn3,1,5,PM,6,0.4925681255161024
etcn3,1,5,PM,7,0.5382458950740889
etcn3,1,5,PM,8,0.4846473029045643
etcn3,1,5,PM,9,0.5631683168316831
etcn3,1,5,PM,10,0.4585726004922067
etcn3,1,5,PM,11,0.5569875151026984
